,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
1501,Pontus Jansson,"2,041",1,18,86.6,62.3,25,964,25,11,2020-2021,29,se SWE,Brentford,eng Championship,24,"2,041",22.7,23,1,1,0,0,0,0,0,0,0,1256,1450,86.6,8,48,3,1,59,24994,8158,352,397,88.7,779,852,91.4,119,175,68,18,14,0,0,4,0,0,1,0,0,0,1,0,0,964,4112,2407,7,6,1,5,3,1093,6,4,1,25,3,75,11,8,8,3,0,5,9,55.6,4,11,8,3,25,36,95,0,76,46,62.3,DF
1502,Ken Sema,"3,271",7,90,68.8,31.3,42.1,845,26,52,2020-2021,26,se SWE,Watford,eng Championship,41,"3,271",36.3,38,3,0,5,5,10,5,0,0,0,863,1254,68.8,51,46,36,15,78,13854,4269,471,564,83.5,297,418,71.1,68,165,41.2,90,61,14,8,4,3,0,7,4,1,2,0,0,0,845,4969,2354,88,30,47,78,46,1000,258,95,40,42.1,55,57.9,52,27,26,22,4,17,46,37,29,24,2,22,26,78,31,0,40,88,31.3,"FW,DF"
1503,Andrew Hughes,"2,894",4,25,65.7,69.8,53.3,792,47,46,2020-2021,28,wls WAL,Preston,eng Championship,34,"2,894",32.2,32,2,0,0,2,2,0,0,0,0,1048,1596,65.7,10,83,13,4,83,18274,7914,505,621,81.3,407,566,71.9,110,333,33,25,18,0,0,4,1,2,4,1,0,0,2,0,1,792,3666,1961,36,22,2,24,10,903,47,15,8,53.3,7,46.7,46,26,27,11,8,24,33,72.7,9,30,14,16,47,93,119,1,176,76,69.8,DF
1504,Robert Glatzel,922,5,23,65.3,36.1,64,180,3,11,2020-2021,26,de GER,Cardiff City,eng Championship,21,922,10.2,8,13,4,3,2,5,3,0,1,1,171,262,65.3,8,17,2,0,17,2207,450,102,140,72.9,57,76,75,3,7,42.9,23,15,1,1,2,4,0,5,2,1,0,1,1,0,180,880,316,9,5,5,27,17,281,75,25,16,64,9,36,11,7,2,6,3,0,10,0,10,8,0,8,3,14,9,0,52,92,36.1,FW
1505,Neeskens Kebano,"1,217",7,45,73.1,45.5,65.6,308,15,20,2020-2021,28,cd COD,Middlesbrough,eng Championship,18,"1,217",13.5,15,3,0,1,3,4,1,0,0,0,280,383,73.1,22,13,17,12,24,4222,974,167,192,87,84,122,68.9,20,36,55.6,45,28,3,7,0,5,2,7,5,0,2,0,0,0,308,2194,983,38,17,13,31,22,328,90,32,21,65.6,11,34.4,20,10,10,7,3,11,17,64.7,6,14,0,14,15,35,3,0,20,24,45.5,"FW,MF"
1506,Geoff Cameron,"2,782",4,35,71.5,54.2,73.3,729,49,49,2020-2021,35,us USA,QPR,eng Championship,34,"2,782",30.9,31,3,2,0,3,3,0,0,0,0,968,1353,71.5,15,113,11,0,132,19042,6919,332,435,76.3,509,632,80.5,118,237,49.8,35,28,0,0,1,2,4,4,3,0,0,1,0,0,729,3247,1531,8,14,1,23,21,861,8,15,11,73.3,4,26.7,49,35,25,19,5,23,55,41.8,32,41,18,23,49,98,89,1,84,71,54.2,"MF,DF"
1507,Lewis Grabban,"1,990",3,44,73.8,26.3,60.7,360,4,4,2020-2021,32,eng ENG,Nott'ham Forest,eng Championship,28,"1,990",22.1,24,4,1,6,1,7,4,2,3,1,295,400,73.8,22,21,6,2,26,4052,674,181,232,78,86,108,79.6,16,23,69.6,44,34,1,5,4,0,0,3,2,0,0,1,0,0,360,2358,987,38,23,10,43,15,420,108,28,17,60.7,11,39.3,4,4,1,3,0,0,5,0,5,11,4,7,4,8,14,0,15,42,26.3,FW
1508,Michał Helik,"3,749",3,18,52.4,61.8,66.7,438,102,77,2020-2021,24,pl POL,Barnsley,eng Championship,43,"3,749",41.7,43,0,3,5,1,6,5,0,0,0,713,1361,52.4,13,62,4,0,100,14354,7879,237,415,57.1,360,596,60.4,104,291,35.7,18,16,1,0,0,1,0,3,2,0,0,0,1,0,438,2279,1021,7,5,1,17,2,392,13,3,2,66.7,1,33.3,77,48,50,27,0,24,30,80,6,39,16,23,102,179,238,1,259,160,61.8,DF
1509,Wayne Routledge,527,0,12,61.1,9.5,42.9,135,2,6,2020-2021,35,eng ENG,Swansea City,eng Championship,16,527,5.9,4,12,18,0,0,0,0,0,0,0,118,193,61.1,6,6,10,3,20,1894,524,70,83,84.3,36,64,56.3,9,18,50,12,11,0,0,1,0,0,0,0,0,0,0,0,0,135,694,160,4,5,0,22,8,180,54,7,3,42.9,4,57.1,6,6,3,1,2,2,9,22.2,7,2,0,2,2,8,4,0,2,19,9.5,FW
1510,Sam Vokes,832,2,15,50.4,48.3,66.7,155,0,3,2020-2021,30,wls WAL,Stoke City,eng Championship,30,832,9.2,5,25,14,0,0,0,0,0,1,1,114,226,50.4,3,6,1,0,10,1615,246,77,139,55.4,23,49,46.9,8,11,72.7,15,10,0,0,5,0,0,2,1,0,0,1,0,0,155,537,98,1,4,1,18,6,259,52,3,2,66.7,1,33.3,3,1,0,2,1,0,1,0,1,3,2,1,0,3,21,0,83,89,48.3,FW
1511,Anfernee Dijksteel,"2,526",5,31,62.1,44.4,80,495,55,49,2020-2021,23,sr SUR,Middlesbrough,eng Championship,29,"2,526",28.1,29,0,0,0,0,0,0,0,0,0,681,1096,62.1,8,64,9,1,72,12474,5027,291,360,80.8,290,471,61.6,85,211,40.3,31,22,4,0,1,2,2,5,3,2,0,0,0,0,495,3004,1309,28,11,0,30,13,420,29,30,24,80,6,20,49,34,25,19,5,20,39,51.3,19,30,14,16,55,104,60,0,44,55,44.4,DF
1512,Kyle Vassell,512,2,14,52.3,42.3,38.9,117,1,6,2020-2021,27,nir NIR,Rotherham Utd,eng Championship,12,512,5.7,6,6,3,0,0,0,0,0,0,0,58,111,52.3,5,5,2,1,11,866,205,38,59,64.4,12,23,52.2,5,11,45.5,14,7,0,3,1,2,1,2,0,0,0,0,2,0,117,697,243,9,7,7,22,11,131,40,18,7,38.9,11,61.1,6,3,2,3,1,4,9,44.4,5,6,0,6,1,7,3,0,11,15,42.3,"FW,MF"
1513,Adam Smith,"3,329",8,67,79,44,51.2,1192,28,51,2020-2021,29,eng ENG,Bournemouth,eng Championship,41,"3,329",37,38,3,2,0,4,4,0,0,0,0,1504,1903,79,30,82,23,5,123,22699,7576,852,956,89.1,535,657,81.4,79,189,41.8,67,54,5,2,3,2,1,8,8,0,0,0,0,0,1192,7361,3524,91,65,11,58,29,1355,183,43,22,51.2,21,48.8,51,38,31,10,10,24,44,54.5,20,27,3,24,28,79,64,2,48,61,44,"DF,MF"
1514,Liam Cullen,501,2,13,55.1,34.1,50,103,1,3,2020-2021,21,wls WAL,Swansea City,eng Championship,13,501,5.6,6,7,10,1,0,1,1,0,0,0,70,127,55.1,2,7,4,1,13,1219,375,34,49,69.4,26,49,53.1,6,10,60,13,8,0,1,1,3,0,2,2,0,0,0,0,0,103,438,84,7,5,2,16,11,150,40,8,4,50,4,50,3,2,0,2,1,0,7,0,7,6,0,6,1,4,5,0,15,29,34.1,FW
1515,Tomás Esteves,"1,240",3,28,73,34.5,60,416,17,38,2020-2021,18,pt POR,Reading,eng Championship,29,"1,240",13.8,12,17,13,1,0,1,1,0,0,0,522,715,73,11,32,9,2,42,8059,3018,294,338,87,185,252,73.4,32,83,38.6,28,18,3,2,3,1,1,3,2,0,0,1,0,0,416,2339,1200,30,22,10,20,17,471,54,35,21,60,14,40,38,26,23,9,6,16,24,66.7,8,10,1,9,17,55,33,1,10,19,34.5,"DF,FW"
1516,Daryl Horgan,"2,522",5,72,57.8,19.6,44.4,498,16,30,2020-2021,27,ie IRL,Wycombe,eng Championship,40,"2,522",28,28,12,5,0,2,2,0,0,0,0,428,741,57.8,32,43,46,21,79,7683,2221,194,260,74.6,159,269,59.1,61,147,41.5,72,57,2,5,6,2,0,5,4,0,0,1,0,0,498,3373,1760,76,32,25,51,33,508,108,45,20,44.4,25,55.6,30,16,14,9,7,10,35,28.6,25,18,4,14,16,46,23,0,9,37,19.6,"MF,FW"
1517,Fankaty Dabo,"1,990",3,42,74.3,32.5,59,614,19,41,2020-2021,24,eng ENG,Coventry City,eng Championship,28,"1,990",22.1,25,3,1,0,0,0,0,0,0,0,875,1178,74.3,12,47,21,7,69,13590,5150,519,590,88,255,350,72.9,74,154,48.1,42,31,1,3,3,3,1,3,2,0,0,1,0,0,614,3399,1780,61,29,12,41,37,746,89,61,36,59,25,41,41,27,17,20,4,24,38,63.2,14,19,2,17,19,60,25,0,13,27,32.5,"DF,MF"
1518,Kadeem Harris,"2,668",6,72,69.1,30.9,48.3,661,18,53,2020-2021,27,eng ENG,Sheffield Weds,eng Championship,38,"2,668",29.6,30,8,5,0,4,4,0,0,0,0,528,764,69.1,28,32,25,19,50,7733,2383,337,387,87.1,132,193,68.4,42,104,40.4,72,48,3,8,4,8,1,6,5,0,0,1,0,0,661,5828,2818,107,48,29,53,33,686,151,118,57,48.3,61,51.7,53,29,26,17,10,20,33,60.6,13,20,5,15,18,71,20,0,17,38,30.9,"DF,MF"
1519,Connor Roberts,"3,929",13,138,65.2,44.2,57.9,1354,51,33,2020-2021,24,wls WAL,Swansea City,eng Championship,46,"3,929",43.7,43,3,0,5,7,12,5,0,0,0,1690,2593,65.2,84,131,61,26,210,31164,13716,750,885,84.7,676,997,67.8,226,568,39.8,138,87,42,2,2,4,1,13,10,3,0,0,0,0,1354,5309,2618,43,52,6,35,22,1569,270,19,11,57.9,8,42.1,33,20,16,10,7,16,37,43.2,21,67,23,44,51,84,75,1,42,53,44.2,"DF,FW"
1520,Alan Browne,"3,241",4,55,69.3,54.8,47.8,993,58,76,2020-2021,25,ie IRL,Preston,eng Championship,38,"3,241",36,37,1,0,4,2,6,3,1,1,0,1170,1688,69.3,19,123,27,8,139,19880,6529,585,727,80.5,400,551,72.6,134,258,51.9,55,39,6,1,4,4,1,4,4,0,0,0,0,0,993,5240,2161,38,35,5,68,42,1137,110,67,32,47.8,35,52.2,76,42,38,25,13,29,78,37.2,49,55,14,41,58,134,55,0,120,99,54.8,"MF,DF"
1521,Scott Sinclair,"2,653",10,47,75.1,14.3,71.9,545,10,13,2020-2021,31,eng ENG,Preston,eng Championship,37,"2,653",29.5,33,4,7,9,1,10,7,2,2,0,477,635,75.1,13,39,21,1,63,6342,1685,308,354,87,124,173,71.7,19,38,50,47,29,2,6,6,4,0,10,5,0,1,2,2,0,545,3670,1760,64,50,15,60,32,605,154,57,41,71.9,16,28.1,13,10,6,6,1,8,31,25.8,23,15,0,15,10,23,9,0,6,36,14.3,FW
1522,Darragh Lenihan,"3,635",2,33,76.4,67.5,83.3,1717,64,47,2020-2021,26,ie IRL,Blackburn,eng Championship,41,"3,635",40.4,41,0,0,0,1,1,0,0,0,0,1970,2577,76.4,9,128,9,2,133,42686,16223,564,656,86,1041,1194,87.2,352,654,53.8,33,29,1,0,1,2,0,2,2,0,0,0,0,0,1717,8312,4891,28,10,0,14,7,1787,11,6,5,83.3,1,16.7,47,27,33,13,1,23,37,62.2,14,46,32,14,64,111,150,0,195,94,67.5,DF
1523,Luke Thomas,730,1,16,65,11.8,81.3,157,2,23,2020-2021,21,eng ENG,Barnsley,eng Championship,19,730,8.1,7,12,4,0,0,0,0,0,0,0,147,226,65,8,5,5,1,13,1876,412,93,118,78.8,43,63,68.3,2,14,14.3,16,11,0,1,0,4,0,1,0,0,0,0,1,0,157,788,342,14,7,7,27,8,201,44,16,13,81.3,3,18.8,23,9,4,11,8,7,19,36.8,12,15,1,14,2,25,2,0,2,15,11.8,"MF,FW"
1524,Curtis Thompson,"2,498",2,46,55.6,50.4,59.5,435,46,51,2020-2021,26,eng ENG,Wycombe,eng Championship,33,"2,498",27.8,28,5,3,0,0,0,0,0,0,0,444,798,55.6,17,65,12,3,84,7324,2684,226,337,67.1,157,281,55.9,46,119,38.7,46,36,4,1,1,3,1,2,2,0,0,0,0,0,435,2357,848,22,17,2,49,32,387,23,42,25,59.5,17,40.5,51,25,23,25,3,17,40,42.5,23,33,13,20,46,97,57,0,68,67,50.4,MF
1525,Yuri Ribeiro,"2,184",3,50,72.1,52.5,65.8,843,24,21,2020-2021,23,pt POR,Nott'ham Forest,eng Championship,25,"2,184",24.3,24,1,8,1,0,1,1,0,0,0,1056,1464,72.1,17,84,19,12,110,15324,6998,622,717,86.8,354,498,71.1,50,143,35,50,45,1,1,0,3,0,3,3,0,0,0,0,0,843,4864,2810,75,52,2,21,25,904,87,38,25,65.8,13,34.2,21,14,14,4,3,8,18,44.4,10,17,9,8,24,45,59,1,63,57,52.5,DF
1526,Ben Wilmot,"1,330",1,21,74.1,50,50,517,21,10,2020-2021,20,eng ENG,Watford,eng Championship,25,"1,330",14.8,14,11,13,1,1,2,1,0,0,0,623,841,74.1,6,54,4,1,61,13492,4845,172,209,82.3,347,408,85,98,195,50.3,21,14,2,1,3,0,1,1,1,0,0,0,0,0,517,3109,2006,21,14,3,10,2,593,8,4,2,50,2,50,10,6,4,4,2,9,16,56.3,7,18,6,12,21,31,57,0,35,35,50,DF
1527,Emil Riis Jakobsen,"1,632",4,45,60.6,31.4,53.7,348,2,13,2020-2021,22,dk DEN,Preston,eng Championship,38,"1,632",18.1,17,21,5,2,1,3,2,0,0,0,220,363,60.6,15,6,8,0,13,3045,354,142,196,72.4,58,102,56.9,11,17,64.7,45,24,0,8,4,9,0,4,3,0,0,0,1,0,348,1683,592,27,9,26,64,30,434,150,41,22,53.7,19,46.3,13,6,0,6,7,5,15,33.3,10,14,2,12,2,15,14,0,50,109,31.4,FW
1528,Shaun Williams,"1,212",3,33,71.7,61.9,85.7,376,23,22,2020-2021,33,ie IRL,Millwall,eng Championship,27,"1,212",13.5,12,15,16,0,2,2,0,0,0,0,486,678,71.7,12,72,15,9,76,8598,2845,215,268,80.2,183,243,75.3,64,115,55.7,33,27,2,0,2,2,0,3,3,0,0,0,0,0,376,1208,544,4,8,1,14,9,484,14,7,6,85.7,1,14.3,22,13,11,10,1,8,20,40,12,16,3,13,23,45,18,0,39,24,61.9,MF
1529,Jay Dasilva,811,1,15,80.2,33.3,56.3,206,9,11,2020-2021,22,wls WAL,Bristol City,eng Championship,11,811,9,9,2,3,1,1,2,1,0,0,0,308,384,80.2,5,21,6,3,31,4845,1576,177,191,92.7,110,138,79.7,18,42,42.9,15,11,2,0,0,2,0,1,1,0,0,0,0,0,206,1177,610,12,14,1,10,7,264,23,16,9,56.3,7,43.8,11,9,5,5,1,6,16,37.5,10,9,1,8,9,20,15,0,3,6,33.3,DF
1530,Luke Berry,"1,869",2,54,70.4,40.6,66.7,403,17,14,2020-2021,28,eng ENG,Luton Town,eng Championship,31,"1,869",20.8,22,9,9,2,1,3,2,0,0,0,545,774,70.4,28,62,16,5,78,9599,2642,254,310,81.9,192,244,78.7,73,157,46.5,54,28,19,2,4,1,0,2,1,1,0,0,0,0,403,1860,690,23,8,4,29,18,542,85,15,10,66.7,5,33.3,14,13,4,7,3,5,23,21.7,18,12,0,12,17,31,12,2,41,60,40.6,MF
1531,Lewis Cook,"2,506",6,59,81.5,42.6,71.4,1019,47,39,2020-2021,23,eng ENG,Bournemouth,eng Championship,31,"2,506",27.8,30,1,3,1,1,2,1,0,0,0,1245,1527,81.5,23,150,21,1,169,23104,7372,513,585,87.7,558,635,87.9,150,231,64.9,59,48,4,3,3,1,0,6,6,0,0,0,0,0,1019,5238,2500,27,35,3,30,27,1154,34,56,40,71.4,16,28.6,39,22,16,18,5,20,53,37.7,33,36,6,30,47,86,12,1,20,27,42.6,MF
1532,Duncan Watmore,"1,856",5,39,62.4,16.7,43.4,343,8,14,2020-2021,26,eng ENG,Middlesbrough,eng Championship,30,"1,856",20.6,23,7,5,9,1,10,9,0,0,0,201,322,62.4,19,5,6,1,19,2368,468,138,185,74.6,42,64,65.6,3,11,27.3,39,23,0,7,3,6,0,5,2,0,2,1,0,0,343,2441,1142,46,26,30,73,32,376,117,53,23,43.4,29,54.7,14,5,1,8,5,6,14,42.9,8,16,2,14,8,22,7,0,10,50,16.7,"FW,MF"
1533,Anthony Gordon,513,1,26,64.2,20,58.8,132,3,4,2020-2021,19,eng ENG,Preston,eng Championship,11,513,5.7,5,6,6,0,0,0,0,0,0,0,95,148,64.2,8,7,4,1,7,1694,405,43,54,79.6,40,52,76.9,11,30,36.7,26,9,4,6,1,6,0,1,1,0,0,0,0,0,132,1012,452,19,9,9,18,7,140,26,17,10,58.8,7,41.2,4,0,1,3,0,2,5,40,3,2,0,2,3,7,4,0,2,8,20,FW
1534,Jamie Allen,"1,330",1,28,82,39.3,50,313,11,17,2020-2021,25,eng ENG,Coventry City,eng Championship,22,"1,330",14.8,16,6,24,1,0,1,1,0,0,0,370,451,82,13,39,5,0,45,6381,1658,159,185,85.9,155,178,87.1,38,49,77.6,28,16,7,0,1,4,0,1,1,0,0,0,0,0,313,1915,819,27,22,6,34,9,372,38,14,7,50,7,50,17,8,7,6,4,6,30,20,24,14,2,12,11,28,4,0,11,17,39.3,"MF,FW"
1535,Steven Fletcher,"2,348",9,56,63.3,42.7,71.4,496,10,20,2020-2021,33,sct SCO,Stoke City,eng Championship,37,"2,348",26.1,30,7,0,9,4,13,8,1,1,0,401,633,63.3,20,48,13,2,54,5038,1214,262,367,71.4,93,157,59.2,15,29,51.7,56,36,2,2,11,2,3,9,5,1,1,1,0,1,496,1897,555,12,7,3,81,33,712,163,21,15,71.4,6,28.6,20,14,4,12,4,3,15,20,12,22,4,18,10,30,17,0,100,134,42.7,FW
1536,Matt Smith,919,4,23,48.9,58.4,100,126,2,7,2020-2021,31,eng ENG,Millwall,eng Championship,29,919,10.2,7,22,6,3,2,5,3,0,0,0,131,268,48.9,11,17,6,0,33,1536,547,91,165,55.2,30,67,44.8,2,3,66.7,23,15,0,1,2,5,0,4,2,0,0,0,2,0,126,302,100,3,2,1,18,7,299,56,2,2,100,0,0,7,2,2,4,1,3,8,37.5,5,5,2,3,2,9,24,0,153,109,58.4,FW
1537,Christoph Zimmermann,"1,218",1,7,81.7,63.6,33.3,483,11,12,2020-2021,27,de GER,Norwich City,eng Championship,22,"1,218",13.5,13,9,9,0,0,0,0,0,0,0,655,802,81.7,1,38,0,0,52,13798,5168,175,200,87.5,380,425,89.4,94,164,57.3,7,7,0,0,0,0,0,1,1,0,0,0,0,0,483,3305,2208,12,0,0,4,0,575,0,3,1,33.3,2,66.7,12,10,8,3,1,5,8,62.5,3,14,9,5,11,23,55,0,35,20,63.6,DF
1538,Carlton Morris,"1,081",8,45,59.3,44.8,42.1,263,5,13,2020-2021,24,eng ENG,Barnsley,eng Championship,23,"1,081",12,6,17,0,7,3,10,7,0,0,0,217,366,59.3,12,12,7,0,24,2657,728,149,216,69,40,71,56.3,11,33,33.3,45,33,0,1,6,4,1,8,7,0,0,1,0,0,263,1532,642,29,13,12,38,25,351,84,19,8,42.1,11,57.9,13,7,0,8,5,4,8,50,4,10,1,9,5,18,14,0,60,74,44.8,"MF,FW"
1539,Harry Arter,716,0,19,79.6,40,50,224,5,19,2020-2021,30,ie IRL,Nott'ham Forest,eng Championship,13,716,8,8,5,6,0,0,0,0,0,0,0,297,373,79.6,9,33,1,0,33,5597,1534,124,138,89.9,125,144,86.8,43,74,58.1,19,12,4,0,2,1,0,0,0,0,0,0,0,0,224,955,453,7,5,0,6,1,260,11,2,1,50,1,50,19,12,4,12,3,9,24,37.5,15,8,3,5,5,24,7,0,2,3,40,MF
1540,Kieran Dowell,932,4,53,74.4,22.9,53.8,303,5,16,2020-2021,22,eng ENG,Norwich City,eng Championship,24,932,10.4,12,12,8,5,1,6,5,0,0,0,328,441,74.4,23,31,15,2,60,4527,1401,195,223,87.4,99,130,76.2,15,44,34.1,53,34,9,2,4,3,1,4,2,0,0,0,1,1,303,1516,712,21,18,9,30,14,414,68,13,7,53.8,6,46.2,16,9,3,11,2,3,14,21.4,11,12,1,11,5,21,5,1,8,27,22.9,"MF,FW"
1541,Maxime Colin,"3,508",7,66,66,47.2,57.4,765,57,72,2020-2021,28,fr FRA,Birmingham City,eng Championship,42,"3,508",39,39,3,3,1,2,3,1,0,0,0,1109,1681,66,28,97,33,20,121,18477,8290,562,705,79.7,392,585,67,122,269,45.4,66,53,6,4,1,0,2,7,7,0,0,0,0,0,765,4825,2230,65,43,13,59,18,786,99,47,27,57.4,20,42.6,72,44,36,27,9,33,59,55.9,26,45,14,31,57,129,78,0,58,65,47.2,DF
1542,Daniel Ayala,785,1,2,83.6,50.8,100,297,11,12,2020-2021,29,es ESP,Blackburn,eng Championship,10,785,8.7,8,2,1,0,1,1,0,0,0,0,412,493,83.6,1,8,0,0,14,8490,2558,106,123,86.2,246,273,90.1,56,85,65.9,2,2,0,0,0,0,0,1,1,0,0,0,0,0,297,1363,714,4,0,0,4,2,354,1,2,2,100,0,0,12,9,10,2,0,3,5,60,2,8,7,1,11,23,41,0,31,30,50.8,DF
1543,Liam Lindsay,"1,119",1,7,60,56.5,33.3,179,26,18,2020-2021,24,sct SCO,2 Teams,eng Championship,13,"1,119",12.4,13,0,9,2,0,2,2,0,0,0,225,375,60,0,12,1,0,13,4718,1891,77,101,76.2,109,152,71.7,38,106,35.8,7,4,1,0,2,0,0,1,0,0,0,1,0,0,179,918,488,0,0,0,8,1,171,2,3,1,33.3,2,66.7,18,10,15,3,0,10,15,66.7,5,17,13,4,26,44,58,2,61,47,56.5,DF
1544,Mads Bech Sørensen,"2,679",1,31,76.9,45.4,40,1095,30,36,2020-2021,21,dk DEN,Brentford,eng Championship,32,"2,679",29.8,29,3,11,2,0,2,2,0,0,0,1332,1733,76.9,11,67,6,3,77,27488,8316,369,439,84.1,792,918,86.3,165,344,48,31,20,8,1,1,0,1,1,1,0,0,0,0,0,1095,6063,3785,22,4,0,12,3,1209,13,5,2,40,3,60,36,22,23,12,1,25,33,75.8,8,22,12,10,30,66,119,0,59,71,45.4,DF
1545,Britt Assombalonga,"1,725",2,34,66.4,29.8,46.7,285,1,0,2020-2021,27,cd COD,Middlesbrough,eng Championship,31,"1,725",19.2,19,12,5,5,0,5,4,1,1,0,154,232,66.4,8,7,4,0,16,1876,353,96,135,71.1,37,54,68.5,4,6,66.7,34,17,0,3,10,4,0,2,1,0,0,0,1,0,285,1459,319,9,9,12,70,44,370,108,30,14,46.7,16,53.3,0,0,0,0,0,0,2,0,2,3,0,3,1,1,10,0,48,113,29.8,FW
1546,Rabbi Matondo,534,2,13,63.6,23.8,41.4,138,1,7,2020-2021,19,wls WAL,Stoke City,eng Championship,10,534,5.9,5,5,8,1,0,1,1,0,0,0,77,121,63.6,4,5,4,2,5,1156,183,41,55,74.5,24,38,63.2,7,12,58.3,13,9,0,2,0,2,0,2,2,0,0,0,0,0,138,1247,576,25,17,10,18,16,140,39,29,12,41.4,17,58.6,7,3,0,6,1,1,6,16.7,5,5,0,5,1,8,0,0,5,16,23.8,"DF,MF"
1547,Clark Robertson,969,2,17,54.9,56.6,100,123,16,6,2020-2021,26,sct SCO,Rotherham Utd,eng Championship,16,969,10.8,11,5,0,0,1,1,0,0,0,0,189,344,54.9,9,30,8,3,35,3648,2270,73,102,71.6,88,148,59.5,24,80,30,17,15,0,0,1,1,0,2,2,0,0,0,0,0,123,517,277,4,2,1,6,0,154,5,1,1,100,0,0,6,4,3,2,1,1,3,33.3,2,8,4,4,16,22,57,0,47,36,56.6,DF
1548,Lewis Travis,"1,301",4,29,81.1,30.8,87.5,398,19,39,2020-2021,22,eng ENG,Blackburn,eng Championship,19,"1,301",14.5,16,3,2,0,0,0,0,0,0,0,464,572,81.1,8,37,9,2,53,7143,2116,239,275,86.9,188,221,85.1,23,43,53.5,29,23,1,1,0,4,0,4,3,1,0,0,0,0,398,1872,888,18,12,5,30,13,406,18,16,14,87.5,2,12.5,39,25,12,25,2,20,30,66.7,10,29,6,23,19,58,10,1,8,18,30.8,MF
1549,Adam Reach,"3,455",9,84,69.1,45.5,46.4,1151,39,43,2020-2021,27,eng ENG,Sheffield Weds,eng Championship,44,"3,455",38.4,38,6,1,5,3,8,5,0,0,0,1170,1692,69.1,37,82,50,29,111,18529,6915,677,777,87.1,339,473,71.7,112,296,37.8,84,66,5,6,5,2,0,9,8,1,0,0,0,0,1151,6002,2914,90,56,12,82,29,1282,186,69,32,46.4,37,53.6,43,29,28,12,3,18,55,32.7,37,37,2,35,39,82,50,0,25,30,45.5,"DF,MF"
1550,Ryan Ledson,"2,690",8,78,61.2,63,52,817,47,89,2020-2021,22,eng ENG,Preston,eng Championship,36,"2,690",29.9,31,5,0,2,5,7,2,0,0,0,939,1534,61.2,53,142,39,11,162,19321,7619,369,473,78,338,507,66.7,201,466,43.1,78,38,32,1,3,3,1,8,4,3,0,0,0,1,817,3163,1288,13,24,2,19,12,937,28,25,13,52,12,48,89,61,25,59,5,42,108,38.9,66,41,13,28,47,136,38,1,46,27,63,MF
1551,Junior Hoilett,"1,166",3,29,68.6,45.2,69.6,319,18,24,2020-2021,30,ca CAN,Cardiff City,eng Championship,21,"1,166",13,14,7,14,2,2,4,2,0,0,0,273,398,68.6,16,21,14,3,37,4337,964,146,175,83.4,96,136,70.6,21,54,38.9,29,25,0,2,0,1,1,3,3,0,0,0,0,0,319,1937,782,26,15,5,27,21,361,88,23,16,69.6,7,30.4,24,16,10,8,6,10,19,52.6,9,7,1,6,18,42,8,0,14,17,45.2,"FW,MF"
1552,Tobias Figueiredo,"2,834",1,8,73.8,55.6,100,902,48,25,2020-2021,26,pt POR,Nott'ham Forest,eng Championship,32,"2,834",31.5,31,1,4,0,1,1,0,0,0,0,1056,1430,73.8,5,41,2,0,44,22606,7786,266,332,80.1,636,727,87.5,146,330,44.2,8,5,1,0,1,0,1,1,0,1,0,0,0,0,902,4893,2770,9,4,2,7,6,915,2,5,5,100,0,0,25,12,19,5,1,12,20,60,8,32,24,8,48,73,166,1,95,76,55.6,DF
1553,Dan Potts,"1,699",1,17,63.8,61.3,41.7,359,26,15,2020-2021,26,eng ENG,Luton Town,eng Championship,24,"1,699",18.9,20,4,3,1,0,1,1,0,0,0,539,845,63.8,2,75,3,1,77,9138,4844,255,323,78.9,243,363,66.9,38,118,32.2,17,11,3,1,1,0,1,1,1,0,0,0,0,0,359,2025,1026,22,13,0,15,6,475,26,12,5,41.7,7,58.3,15,7,6,6,3,9,14,64.3,5,18,7,11,26,41,54,0,73,46,61.3,DF
