,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
244,Francesco Gelli,"1,561",3,48,81.3,48.4,31,508,11,19,2023-2024,26,it ITA,Frosinone,it Serie A,27,"1,561",17.3,16,11,2,0,0,0,0,0,0,0,604,743,81.3,25,40,18,3,61,8504,2316,378,412,91.7,176,217,81.1,28,66,42.4,48,27,14,1,1,4,1,3,0,2,0,0,1,0,508,2902,1400,42,25,10,34,14,586,87,42,13,31,20,47.6,19,13,8,4,7,10,24,41.7,14,19,3,16,11,30,27,1,15,16,48.4,"MF,DF"
245,Remo Freuler,"2,624",5,56,90.5,42.6,66.7,1177,36,78,2023-2024,31,ch SUI,Bologna,it Serie A,32,"2,624",29.2,30,2,2,1,1,2,1,0,0,0,1710,1890,90.5,19,133,15,0,165,25295,6603,949,1009,94.1,653,696,93.8,50,86,58.1,56,50,2,1,1,1,1,5,4,0,0,1,0,0,1177,5516,2531,37,28,5,27,16,1564,48,12,8,66.7,3,25,78,50,41,32,5,38,69,55.1,31,37,9,28,36,114,53,2,20,27,42.6,MF
246,Sebastiano Luperto,"3,406",1,29,81.5,57,77.8,1172,32,37,2023-2024,26,it ITA,Empoli,it Serie A,38,"3,406",37.8,38,0,0,1,1,2,1,0,0,0,1455,1785,81.5,11,89,4,1,100,28218,10204,480,537,89.4,821,916,89.6,142,295,48.1,29,21,2,0,4,1,1,1,1,0,0,0,0,0,1172,5285,2754,13,12,0,12,1,1312,13,9,7,77.8,2,22.2,37,26,25,10,2,15,24,62.5,9,46,35,11,32,69,157,1,77,58,57,DF
247,Djed Spence,859,0,12,79.5,46.2,44,220,8,16,2023-2024,22,eng ENG,Genoa,it Serie A,16,859,9.5,8,8,2,0,0,0,0,0,0,0,272,342,79.5,6,17,9,6,25,4216,1253,148,166,89.2,93,127,73.2,19,29,65.5,12,7,2,1,2,0,0,0,0,0,0,0,0,0,220,1324,639,17,15,4,12,16,244,31,25,11,44,9,36,16,10,12,4,0,8,10,80,2,20,5,15,8,24,28,0,12,14,46.2,DF
248,Mario Gila,"1,809",0,14,89.7,40.3,60,875,20,32,2023-2024,22,es ESP,Lazio,it Serie A,21,"1,809",20.1,21,0,13,0,0,0,0,0,0,0,1161,1294,89.7,7,70,10,3,93,21517,7790,454,483,94,545,583,93.5,135,181,74.6,14,13,0,0,1,0,0,0,0,0,0,0,0,0,875,4688,2725,21,26,0,11,6,1035,12,15,9,60,4,26.7,32,14,23,8,1,19,34,55.9,15,27,14,13,20,52,69,0,29,43,40.3,DF
249,Viktor Kovalenko,613,1,16,71.6,36.4,22.2,165,1,5,2023-2024,27,ua UKR,Empoli,it Serie A,17,613,6.8,4,13,14,1,1,2,1,0,0,0,179,250,71.6,8,15,5,2,20,2662,743,100,122,82,63,87,72.4,11,27,40.7,16,10,3,0,0,3,0,1,1,0,0,0,0,0,165,539,201,4,0,1,9,6,210,24,9,2,22.2,7,77.8,5,2,2,2,1,2,8,25,6,12,2,10,1,6,7,0,8,14,36.4,MF
250,Cristiano Biraghi,"2,356",11,77,75.4,40,28.6,958,14,47,2023-2024,30,it ITA,Fiorentina,it Serie A,29,"2,356",26.2,27,2,7,2,5,7,2,0,1,1,1388,1842,75.4,46,118,31,20,129,25646,9082,573,624,91.8,639,813,78.6,156,340,45.9,77,37,35,3,0,1,1,11,3,6,2,0,0,0,958,4317,2283,55,55,3,15,6,1132,109,14,4,28.6,9,64.3,47,28,20,24,3,28,52,53.8,24,30,5,25,14,61,43,0,8,12,40,DF
251,Felipe Anderson,"2,770",12,92,75.7,48.4,40.2,897,27,78,2023-2024,30,br BRA,Lazio,it Serie A,38,"2,770",30.8,33,5,0,5,6,11,5,0,0,0,1012,1336,75.7,42,66,50,4,126,14375,3827,601,690,87.1,320,411,77.9,47,96,49,92,76,2,4,5,2,3,12,10,0,1,0,0,1,897,5493,2896,108,62,26,65,32,1304,226,107,43,40.2,54,50.5,78,45,32,33,13,34,90,37.8,56,45,3,42,27,105,23,0,15,16,48.4,"FW,MF"
252,Rick Karsdorp,"1,191",3,22,79.5,71.4,42.9,394,9,25,2023-2024,28,nl NED,Roma,it Serie A,18,"1,191",13.2,14,4,16,0,2,2,0,0,0,0,544,684,79.5,10,21,7,3,33,8723,2416,286,326,87.7,209,257,81.3,36,63,57.1,22,20,1,0,0,1,0,3,2,0,0,0,1,0,394,1648,685,12,11,3,5,1,476,71,7,3,42.9,3,42.9,25,18,11,8,6,16,24,66.7,8,13,4,9,9,34,16,0,5,2,71.4,DF
253,Teun Koopmeiners,"2,627",12,122,77,46,38,942,10,39,2023-2024,25,nl NED,Atalanta,it Serie A,34,"2,627",29.2,29,5,0,12,5,17,10,2,2,0,1092,1419,77,60,126,45,17,169,18824,6491,505,590,85.6,442,531,83.2,107,201,53.2,122,90,23,6,2,1,0,12,11,1,0,0,0,0,942,5359,2942,79,54,21,60,43,1224,190,50,19,38,29,58,39,24,12,22,5,17,50,34,33,33,3,30,10,49,35,0,29,34,46,MF
254,Matheus Henrique,"2,501",5,77,81.7,53.8,51.3,753,25,43,2023-2024,25,br BRA,Sassuolo,it Serie A,31,"2,501",27.8,27,4,0,2,2,4,2,0,0,0,831,1017,81.7,36,90,22,3,94,15414,5187,331,389,85.1,376,425,88.5,102,157,65,77,63,7,1,3,3,0,5,5,0,0,0,0,0,753,5115,2575,43,34,5,40,20,852,44,39,20,51.3,14,35.9,43,29,21,18,4,18,43,41.9,25,18,8,10,25,68,31,6,14,12,53.8,MF
255,Ruan,"1,516",2,9,85,55.7,50,418,24,25,2023-2024,24,br BRA,Sassuolo,it Serie A,26,"1,516",16.8,16,10,7,0,0,0,0,0,0,0,593,698,85,4,22,3,0,33,11580,3616,190,218,87.2,327,367,89.1,66,91,72.5,9,7,0,0,0,1,1,2,1,0,0,0,1,0,418,2099,978,8,4,0,6,2,457,6,4,2,50,2,50,25,15,11,10,4,10,18,55.6,8,18,15,3,24,49,68,2,34,27,55.7,DF
256,Loum Tchaouna,"2,100",7,56,65.9,29,29.1,619,4,20,2023-2024,19,fr FRA,Salernitana,it Serie A,33,"2,100",23.3,23,10,2,4,3,7,4,0,0,0,505,766,65.9,22,41,22,7,59,7384,2039,298,375,79.5,151,224,67.4,34,75,45.3,56,42,1,5,6,2,0,7,4,0,2,1,0,0,619,3635,1648,72,48,26,63,27,760,151,55,16,29.1,31,56.4,20,10,5,13,2,10,20,50,10,20,1,19,4,24,16,1,27,66,29,"FW,MF"
257,Pietro Pellegri,756,1,12,62.3,37.7,33.3,129,2,5,2023-2024,22,it ITA,Torino,it Serie A,24,756,8.4,7,17,7,1,1,2,1,0,0,0,86,138,62.3,4,3,0,0,8,1094,113,60,81,74.1,16,30,53.3,4,7,57.1,12,5,0,1,1,5,0,1,1,0,0,0,0,0,129,835,366,14,15,2,25,15,162,52,15,5,33.3,7,46.7,5,1,1,4,0,1,5,20,4,4,1,3,2,7,3,0,23,38,37.7,FW
258,M'Bala Nzola,"1,552",5,42,82,43.1,46.7,339,0,11,2023-2024,26,ao ANG,Fiorentina,it Serie A,33,"1,552",17.2,15,18,1,3,3,6,2,1,1,0,283,345,82,21,16,13,0,29,3818,590,185,213,86.9,64,79,81,15,17,88.2,42,32,0,2,4,3,1,5,2,0,1,2,0,0,339,1744,490,21,15,10,65,38,419,143,30,14,46.7,14,46.7,11,8,1,4,6,6,7,85.7,1,10,1,9,0,11,22,0,53,70,43.1,FW
259,Piotr Zieliński,"1,924",8,91,82.6,35.3,47.1,819,9,23,2023-2024,29,pl POL,Napoli,it Serie A,28,"1,924",21.4,23,5,2,3,2,5,2,1,1,0,1037,1255,82.6,48,129,35,2,131,15627,5245,585,626,93.5,326,394,82.7,78,155,50.3,91,60,21,4,5,1,0,8,4,1,0,2,1,0,819,4256,1956,38,50,6,23,14,1072,88,34,16,47.1,16,47.1,23,15,6,13,4,12,24,50,12,12,1,11,9,32,15,0,6,11,35.3,MF
260,Houssem Aouar,756,0,21,83.6,47.6,52.4,278,4,16,2023-2024,25,dz ALG,Roma,it Serie A,16,756,8.4,9,7,14,4,0,4,4,0,0,0,300,359,83.6,10,25,3,1,26,4459,818,166,181,91.7,113,133,85,14,21,66.7,21,12,4,1,2,2,0,0,0,0,0,0,0,0,278,1414,621,17,15,6,16,15,319,60,21,11,52.4,7,33.3,16,11,4,10,2,3,12,25,9,5,0,5,4,20,2,1,10,11,47.6,"MF,FW"
261,Manuel Locatelli,"3,008",7,80,85.7,63.4,68.4,1262,25,69,2023-2024,25,it ITA,Juventus,it Serie A,36,"3,008",33.4,34,2,1,1,4,5,1,0,0,0,1703,1988,85.7,26,229,30,5,232,34595,11134,578,638,90.6,848,926,91.6,259,363,71.3,80,73,2,1,2,1,1,7,7,0,0,0,0,0,1262,5525,2702,21,37,2,19,17,1604,26,19,13,68.4,5,26.3,69,43,24,35,10,31,58,53.4,27,43,17,26,25,94,65,0,26,15,63.4,MF
262,Éderson,"2,869",6,71,83.6,58.3,52.4,1198,41,83,2023-2024,24,br BRA,Atalanta,it Serie A,36,"2,869",31.9,32,4,1,6,1,7,6,0,0,0,1390,1662,83.6,18,180,40,5,214,25167,8622,549,632,86.9,685,756,90.6,130,191,68.1,71,61,3,5,0,1,1,6,6,0,0,0,0,0,1198,5502,2448,32,26,7,33,36,1373,50,42,22,52.4,18,42.9,83,49,38,38,7,44,63,69.8,19,48,8,40,41,124,33,1,35,25,58.3,MF
263,Jeremy Toljan,"2,083",7,38,77,36,42.9,556,16,13,2023-2024,28,de GER,Sassuolo,it Serie A,25,"2,083",23.1,24,1,4,0,5,5,0,0,0,0,775,1007,77,18,52,20,7,79,12656,5032,396,432,91.7,300,378,79.4,58,140,41.4,38,33,3,0,1,1,0,7,6,0,0,0,1,0,556,2821,1293,35,24,6,21,9,664,85,14,6,42.9,7,50,13,10,8,4,1,9,15,60,6,17,5,12,16,29,49,1,9,16,36,DF
264,Aleksei Miranchuk,"1,176",10,81,73,38.9,34.7,490,2,12,2023-2024,27,ru RUS,Atalanta,it Serie A,27,"1,176",13.1,12,15,8,3,5,8,3,0,0,0,454,622,73,45,41,29,9,75,7677,2316,212,250,84.8,179,216,82.9,44,106,41.5,81,56,16,2,4,3,0,10,6,2,0,2,0,0,490,2993,1421,41,35,10,37,15,601,122,49,17,34.7,27,55.1,12,6,6,4,2,5,13,38.5,8,6,1,5,2,14,5,1,7,11,38.9,"MF,FW"
265,Adam Obert,941,4,16,78.5,43.8,60,283,21,17,2023-2024,20,sk SVK,Cagliari,it Serie A,17,941,10.5,10,7,21,0,0,0,0,0,0,0,372,474,78.5,6,40,10,6,37,7539,2700,144,162,88.9,169,197,85.8,57,100,57,16,15,1,0,0,0,0,4,4,0,0,0,0,0,283,1533,857,14,6,1,9,2,322,5,5,3,60,1,20,17,9,8,8,1,8,17,47.1,9,13,7,6,21,38,41,1,14,18,43.8,DF
266,Pablo Marí,"2,615",1,22,91,67.2,62.5,1224,37,41,2023-2024,29,es ESP,Monza,it Serie A,34,"2,615",29.1,30,4,0,0,0,0,0,0,0,0,1581,1737,91,4,92,3,1,62,33221,11252,421,451,93.3,919,957,96,231,310,74.5,22,18,1,0,1,1,1,1,1,0,0,0,0,0,1224,5474,2795,2,8,0,8,3,1420,1,8,5,62.5,2,25,41,25,34,7,0,22,34,64.7,12,40,25,15,37,78,115,1,41,20,67.2,DF
267,Nikola Vlašić,"2,608",8,95,80.8,40.3,58.3,804,11,28,2023-2024,25,hr CRO,Torino,it Serie A,33,"2,608",29,30,3,0,3,2,5,3,0,0,0,806,998,80.8,35,96,31,9,150,11878,3431,442,509,86.8,291,348,83.6,37,61,60.7,95,78,0,3,9,1,4,8,7,0,1,0,0,0,804,4506,2262,67,49,11,57,35,915,174,48,28,58.3,16,33.3,28,16,6,14,8,4,30,13.3,26,26,7,19,11,39,16,0,25,37,40.3,"MF,FW"
268,Davide Faraoni,994,3,29,75.7,48.1,36.4,349,11,22,2023-2024,31,it ITA,2 Teams,it Serie A,19,994,11,11,8,14,0,2,2,0,0,0,0,418,552,75.7,12,43,11,6,45,7572,2905,173,198,87.4,174,219,79.5,57,99,57.6,29,21,5,0,1,1,1,3,3,0,0,0,0,0,349,1624,808,20,9,2,18,4,387,47,11,4,36.4,7,63.6,22,14,10,8,4,12,21,57.1,9,12,6,6,11,33,35,0,13,14,48.1,DF
269,Gabriel Strefezza,"1,112",2,41,72.8,22.2,42.9,369,7,24,2023-2024,26,br BRA,Lecce,it Serie A,19,"1,112",12.4,13,6,2,1,0,1,0,1,1,0,300,412,72.8,20,34,20,7,54,5197,1463,151,174,86.8,103,137,75.2,37,70,52.9,41,30,4,1,3,1,2,2,1,1,0,0,0,0,369,2365,1141,34,37,4,24,24,385,81,35,15,42.9,15,42.9,24,17,8,7,9,14,20,70,6,17,0,17,7,31,11,0,4,14,22.2,FW
270,Riccardo Calafiori,"2,349",8,46,89.6,71.4,61.9,1291,50,47,2023-2024,21,it ITA,Bologna,it Serie A,30,"2,349",26.1,26,4,6,2,5,7,2,0,0,0,1622,1810,89.6,17,94,10,3,96,28565,8660,684,737,92.8,792,844,93.8,123,172,71.5,46,36,0,2,5,0,3,8,5,0,0,3,0,0,1291,7277,4024,28,28,1,31,12,1408,23,21,13,61.9,7,33.3,47,32,28,16,3,22,32,68.8,10,38,13,25,50,97,74,3,60,24,71.4,DF
271,Edoardo Bove,"1,780",2,40,83.2,45.3,50,558,11,60,2023-2024,21,it ITA,Roma,it Serie A,31,"1,780",19.8,18,13,7,0,2,2,0,0,0,0,649,780,83.2,16,59,19,1,88,9698,2639,378,423,89.4,225,258,87.2,31,48,64.6,40,34,0,1,0,5,0,2,2,0,0,0,0,0,558,2442,1095,21,24,2,27,27,662,47,18,9,50,7,38.9,60,31,16,31,13,27,46,58.7,19,21,1,20,11,71,11,1,29,35,45.3,MF
272,Matteo Ruggeri,"2,449",11,64,80,57.6,51.2,862,23,29,2023-2024,21,it ITA,Atalanta,it Serie A,34,"2,449",27.2,28,6,3,0,4,4,0,0,0,0,1250,1562,80,24,86,31,23,142,19172,6806,697,780,89.4,462,560,82.5,68,148,45.9,64,56,4,2,1,0,1,11,9,2,0,0,0,0,862,4276,2186,55,40,5,29,10,1116,132,41,21,51.2,16,39,29,15,14,7,8,16,30,53.3,14,46,4,42,23,52,44,0,49,36,57.6,DF
273,Jackson Tchatchoua,"1,725",2,33,75.6,50,40,410,23,39,2023-2024,21,cm CMR,Hellas Verona,it Serie A,26,"1,725",19.2,19,7,7,0,2,2,0,0,0,0,604,799,75.6,15,48,22,18,53,9562,3708,324,355,91.3,222,299,74.2,42,102,41.2,33,27,2,2,0,1,1,2,2,0,0,0,0,0,410,2302,1185,34,24,5,9,5,416,66,15,6,40,8,53.3,39,26,25,12,2,23,48,47.9,25,17,7,10,23,62,49,2,13,13,50,DF
274,Tijjani Reijnders,"2,820",18,132,90.2,30.8,63.6,1367,18,46,2023-2024,25,nl NED,Milan,it Serie A,36,"2,820",31.3,33,3,1,3,3,6,3,0,0,0,1575,1746,90.2,50,168,37,6,204,24974,6527,773,822,94,664,708,93.8,92,129,71.3,132,102,11,11,4,1,3,18,16,0,2,0,0,0,1367,9122,4195,88,81,18,40,38,1571,90,55,35,63.6,17,30.9,46,25,10,31,5,21,43,48.8,22,26,8,18,18,64,26,0,8,18,30.8,MF
275,Zito Luvumbo,"1,946",7,65,63.4,12.9,34.9,463,1,9,2023-2024,21,ao ANG,Cagliari,it Serie A,30,"1,946",21.6,19,11,1,4,5,9,4,0,0,0,246,388,63.4,26,11,21,19,21,3858,869,122,151,80.8,98,147,66.7,14,41,34.1,65,39,1,10,4,11,0,7,6,0,0,0,1,0,463,3510,1983,85,43,45,69,47,499,181,86,30,34.9,40,46.5,9,6,5,2,2,4,15,26.7,11,19,0,19,1,10,2,0,4,27,12.9,"FW,MF"
276,Federico Chiesa,"2,197",9,117,69.9,0,36.8,643,6,20,2023-2024,25,it ITA,Juventus,it Serie A,33,"2,197",24.4,25,8,0,9,2,11,8,1,1,0,498,712,69.9,54,42,45,18,70,7884,2466,270,329,82.1,161,224,71.9,48,93,51.6,117,70,17,14,7,8,1,9,5,0,2,0,2,0,643,4746,2697,111,56,58,54,40,740,216,95,35,36.8,48,50.5,20,10,7,6,7,3,13,23.1,10,17,1,16,6,26,4,0,0,9,0,FW
277,Filip Kostić,"1,815",5,71,72.8,39.3,22.2,614,9,37,2023-2024,30,rs SRB,Juventus,it Serie A,29,"1,815",20.2,26,3,8,0,4,4,0,0,0,0,726,997,72.8,40,53,30,19,88,12641,4579,339,386,87.8,308,396,77.8,65,152,42.8,71,42,22,0,7,0,0,5,2,2,0,1,0,0,614,3619,2012,64,52,11,30,16,720,95,27,6,22.2,15,55.6,37,23,20,13,4,17,33,51.5,16,29,8,21,9,46,43,0,11,17,39.3,DF
278,Suat Serdar,"1,659",4,32,73.9,51.2,52.9,390,20,51,2023-2024,26,de GER,Hellas Verona,it Serie A,25,"1,659",18.4,19,6,9,0,2,2,0,0,0,0,445,602,73.9,17,56,14,1,68,8940,2516,169,209,80.9,179,228,78.5,86,126,68.3,32,25,1,3,1,0,2,4,2,1,1,0,0,0,390,1972,786,20,15,3,21,13,412,36,34,18,52.9,14,41.2,51,39,24,23,4,22,45,48.9,23,29,7,22,20,71,25,1,22,21,51.2,MF
279,Leo Skiri Østigård,"1,625",0,11,87.5,69.9,66.7,872,16,24,2023-2024,23,no NOR,Napoli,it Serie A,25,"1,625",18.1,18,7,11,1,0,1,1,0,0,0,1172,1339,87.5,3,68,4,0,76,22293,8252,377,411,91.7,671,723,92.8,110,177,62.1,11,10,0,0,0,0,1,0,0,0,0,0,0,0,872,4462,2440,13,7,0,4,2,1050,3,3,2,66.7,1,33.3,24,12,13,10,1,6,11,54.5,5,18,12,6,16,40,65,0,58,25,69.9,DF
280,Yunus Musah,"1,478",2,38,85,43.8,46.8,520,10,25,2023-2024,20,us USA,Milan,it Serie A,30,"1,478",16.4,13,17,3,0,2,2,0,0,0,0,566,666,85,14,45,15,4,64,8391,2146,324,352,92,200,232,86.2,27,41,65.9,38,27,0,5,4,1,1,2,2,0,0,0,0,0,520,3554,2034,48,39,6,32,15,580,77,47,22,46.8,20,42.6,25,14,15,6,4,8,15,53.3,7,18,4,14,10,35,16,1,14,18,43.8,"MF,FW"
281,Dodô,523,0,15,80.1,66.7,55.6,244,5,5,2023-2024,24,br BRA,Fiorentina,it Serie A,9,523,5.8,7,2,8,0,0,0,0,0,0,0,278,347,80.1,10,25,9,3,39,5196,1670,105,120,87.5,141,168,83.9,29,42,69,15,13,1,1,0,0,0,0,0,0,0,0,0,0,244,1563,857,20,10,4,9,1,251,21,18,10,55.6,5,27.8,5,3,1,4,0,2,5,40,3,2,0,2,5,10,11,0,4,2,66.7,DF
282,Matteo Cancellieri,"1,788",6,54,58.6,32.3,37,426,6,35,2023-2024,21,it ITA,Empoli,it Serie A,36,"1,788",19.9,18,18,0,4,3,7,4,0,0,0,222,379,58.6,17,13,9,3,26,3245,789,128,172,74.4,72,117,61.5,12,42,28.6,54,27,1,10,6,9,1,6,2,0,2,0,2,0,426,3168,1381,48,36,28,56,35,466,138,100,37,37,46,46,35,22,12,16,7,13,36,36.1,23,19,0,19,6,41,18,0,32,67,32.3,"FW,MF"
283,Albert Guðmundsson,"3,016",15,144,74.8,12,43.8,900,11,23,2023-2024,26,is ISL,Genoa,it Serie A,35,"3,016",33.5,34,1,0,14,4,18,10,4,5,1,907,1213,74.8,81,86,34,8,120,15139,4812,447,514,87,282,359,78.6,120,230,52.2,144,57,61,3,10,13,0,15,8,3,1,2,1,0,900,6120,2951,82,71,17,89,51,1031,168,96,42,43.8,41,42.7,23,10,8,10,5,12,44,27.3,32,15,2,13,11,34,13,0,3,22,12,"FW,MF"
284,Martin Hongla,"1,084",0,19,82.5,47.4,75,317,7,24,2023-2024,25,cm CMR,Hellas Verona,it Serie A,15,"1,084",12,12,3,4,0,0,0,0,0,0,0,391,474,82.5,9,38,0,0,57,7563,2018,135,157,86,199,223,89.2,48,74,64.9,19,18,1,0,0,0,0,0,0,0,0,0,0,0,317,1758,780,6,9,1,8,6,316,6,12,9,75,3,25,24,13,9,13,2,8,11,72.7,3,8,3,5,7,31,24,0,9,10,47.4,MF
285,Samuel Chukwueze,"1,017",7,48,78.4,34.6,33.9,408,6,18,2023-2024,24,ng NGA,Milan,it Serie A,24,"1,017",11.3,12,12,3,1,3,4,1,0,0,0,330,421,78.4,20,22,23,1,51,5423,1275,163,197,82.7,140,170,82.4,19,32,59.4,48,32,0,9,5,2,0,7,5,0,1,1,0,0,408,2604,1337,52,27,24,29,15,437,135,62,21,33.9,34,54.8,18,7,11,5,2,9,17,52.9,8,3,1,2,6,24,3,0,9,17,34.6,FW
286,Francesco Acerbi,"2,388",1,22,90.7,65.4,66.7,1211,32,22,2023-2024,35,it ITA,Inter,it Serie A,29,"2,388",26.5,26,3,2,3,1,4,3,0,0,0,1615,1781,90.7,7,58,5,2,87,29326,9174,601,650,92.5,856,908,94.3,132,179,73.7,22,19,0,0,3,0,0,1,1,0,0,0,0,0,1211,5779,3081,21,11,0,4,1,1446,24,3,2,66.7,1,33.3,22,13,16,6,0,11,14,78.6,3,20,13,7,32,54,77,1,70,37,65.4,DF
287,Pedro Obiang,453,0,10,80.9,55.6,66.7,118,8,8,2023-2024,31,gq EQG,Sassuolo,it Serie A,8,453,5,5,3,11,0,0,0,0,0,0,0,152,188,80.9,5,10,4,0,21,2551,813,72,79,91.1,66,77,85.7,11,21,52.4,10,8,1,1,0,0,0,0,0,0,0,0,0,0,118,462,183,4,3,0,1,1,131,2,3,2,66.7,1,33.3,8,4,3,4,1,2,10,20,8,6,4,2,8,16,10,0,5,4,55.6,MF
288,Danilo Cataldi,"1,361",1,23,85.8,60,75,491,17,24,2023-2024,28,it ITA,Lazio,it Serie A,28,"1,361",15.1,15,13,9,1,0,1,1,0,0,0,800,932,85.8,11,79,8,2,69,12545,3512,421,452,93.1,309,347,89,48,94,51.1,23,15,6,2,0,0,0,1,1,0,0,0,0,0,491,2369,1020,9,9,0,9,6,719,7,8,6,75,2,25,24,12,7,16,1,8,18,44.4,10,15,7,8,17,41,19,1,6,4,60,MF
289,Samuel Iling-Junior,810,5,32,76.2,75,31.8,307,6,23,2023-2024,19,eng ENG,Juventus,it Serie A,24,810,9,4,20,14,1,2,3,1,0,0,0,330,433,76.2,19,20,13,9,25,5264,1713,177,196,90.3,125,158,79.1,23,50,46,32,20,9,2,0,1,0,5,3,2,0,0,0,0,307,1710,823,29,15,8,17,12,343,64,22,7,31.8,14,63.6,23,13,9,11,3,11,18,61.1,7,17,5,12,6,29,19,0,9,3,75,"DF,MF"
290,Ivan Ilić,"2,098",5,73,82.4,50,52.9,849,20,22,2023-2024,22,rs SRB,Torino,it Serie A,31,"2,098",23.3,25,6,1,3,2,5,3,0,0,0,1101,1336,82.4,47,107,24,6,138,18346,5282,493,545,90.5,479,548,87.4,84,155,54.2,73,39,26,1,6,1,0,5,4,1,0,0,0,0,849,5039,2311,49,32,1,31,15,1039,52,34,18,52.9,15,44.1,22,8,9,10,3,13,27,48.1,14,20,7,13,20,42,31,0,19,19,50,MF
291,Diego Llorente,"2,170",2,22,91.1,46.2,42.9,1208,22,31,2023-2024,29,es ESP,Roma,it Serie A,29,"2,170",24.1,27,2,5,1,1,2,1,0,0,0,1501,1648,91.1,4,71,1,0,75,28395,9300,503,520,96.7,865,914,94.6,120,180,66.7,22,19,0,0,2,1,0,2,2,0,0,0,0,0,1208,6166,2944,20,10,0,10,3,1370,5,7,3,42.9,3,42.9,31,19,20,10,1,11,24,45.8,13,40,27,13,22,53,79,0,43,50,46.2,DF
292,Martín Payero,"1,796",6,51,75.5,51.3,36.9,447,15,54,2023-2024,24,ar ARG,Udinese,it Serie A,29,"1,796",20,21,8,4,2,2,4,2,0,0,0,413,547,75.5,14,52,6,3,71,6151,1792,228,267,85.4,144,191,75.4,26,53,49.1,51,33,3,3,6,5,1,6,4,0,0,1,1,0,447,3190,1783,47,35,3,45,19,463,64,65,24,36.9,33,50.8,54,32,28,19,7,19,46,41.3,27,25,7,18,15,69,21,0,20,19,51.3,MF
293,Mërgim Vojvoda,"1,379",4,38,79,33.3,58.3,618,13,17,2023-2024,28,xk KVX,Torino,it Serie A,28,"1,379",15.3,15,13,4,0,3,3,0,0,0,0,762,964,79,18,54,30,5,91,13248,4831,328,370,88.6,342,416,82.2,67,130,51.5,38,34,3,1,0,0,0,4,2,2,0,0,0,0,618,3248,1753,30,28,2,7,8,710,72,12,7,58.3,4,33.3,17,8,7,6,4,11,16,68.8,5,12,2,10,13,30,28,0,5,10,33.3,DF
294,Nikola Milenković,"2,510",1,23,84.7,79.9,66.7,1004,27,41,2023-2024,25,rs SRB,Fiorentina,it Serie A,34,"2,510",27.9,27,7,4,0,0,0,0,0,0,0,1341,1584,84.7,8,73,0,0,81,27355,9362,395,465,84.9,777,838,92.7,159,235,67.7,23,18,1,0,2,2,0,1,1,0,0,0,0,0,1004,4636,2412,8,12,1,6,2,1193,10,3,2,66.7,1,33.3,41,21,24,14,3,22,36,61.1,14,22,14,8,27,68,95,1,111,28,79.9,DF
295,Federico Bonazzoli,"1,016",3,26,77.1,35.3,50,262,3,4,2023-2024,26,it ITA,Hellas Verona,it Serie A,24,"1,016",11.3,10,14,14,3,1,4,3,0,0,0,242,314,77.1,8,21,7,0,26,4025,534,132,161,82,71,87,81.6,30,34,88.2,26,22,0,0,4,0,0,3,3,0,0,0,0,0,262,1299,371,13,10,3,27,12,317,73,12,6,50,5,41.7,4,1,1,3,0,1,8,12.5,7,9,1,8,3,7,3,0,6,11,35.3,"FW,MF"
296,Matìas Soulé,"3,121",11,188,78,20,45.3,1240,18,41,2023-2024,20,ar ARG,2 Teams,it Serie A,36,"3,121",34.7,36,0,2,11,3,14,6,5,6,1,1197,1535,78,82,107,78,12,198,18531,5372,654,749,87.3,411,521,78.9,89,163,54.6,188,121,25,25,10,4,3,11,7,2,1,0,0,1,1240,8342,3968,115,117,35,98,77,1478,211,225,102,45.3,101,44.9,41,27,12,14,15,19,40,47.5,21,38,4,34,18,59,9,0,11,44,20,"FW,MF"
297,Emil Holm,947,4,20,66.5,53.8,56.3,290,7,28,2023-2024,23,se SWE,Atalanta,it Serie A,22,947,10.5,12,10,8,1,1,2,1,0,0,0,304,457,66.5,4,18,8,6,27,4675,1618,171,214,79.9,107,153,69.9,21,55,38.2,20,10,3,2,3,2,0,4,1,1,0,0,2,0,290,2133,1000,28,20,5,35,18,358,80,32,18,56.3,12,37.5,28,19,17,9,2,16,36,44.4,20,25,3,22,7,35,25,0,28,24,53.8,DF
